phone1-type	phone1-manner class	name	phone2-manner class	phone1-number	phone1-stress	phone2-stress	phone2-number	phone1-subnumber	phone2-type	outcome	phone2-subnumber
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
m	v	V	n	2	0	-1	2	1	c	Deleted	1
m	v	Nc	n	2	0	-1	2	1	c	Deleted	1
c	n	Nr	fu	2	-1	-1	0	1	o	Deleted	1
c	n	Fc	fu	2	-1	-1	0	1	o	Deleted	1
o	fu	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	fn	1	-1	-1	0	1	o	Deleted	1
c	g	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	m	Deleted	1
m	v	Sc	s	1	1	-1	1	1	m	Deleted	1
m	s	Sr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	s	2	0	-1	2	1	c	Deleted	1
m	v	Sc	s	2	0	-1	2	1	c	Deleted	1
c	s	Sr	g	2	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	m	Deleted	1
m	g	G	g	1	-1	-1	1	1	m	Deleted	2
m	g	G	v	1	-1	2	2	2	m	Deleted	1
m	v	V	fs	2	2	-1	2	1	c	Deleted	1
m	v	Fc	fs	2	2	-1	2	1	c	Deleted	1
c	fs	Fr	#	2	-1	-1	0	1	m	Deleted	0
m	v	V	n	1	0	-1	1	1	c	Deleted	1
m	v	Nc	n	1	0	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	#	1	-1	-1	0	2	m	Deleted	0
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	v	1	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	m	Deleted	1
m	g	G	n	1	-1	-1	1	1	m	Deleted	2
m	g	Nc	n	1	-1	-1	1	1	m	Deleted	2
m	n	Nr	v	1	-1	2	2	2	m	Deleted	1
m	v	V	fs	2	2	-1	2	1	c	Deleted	1
m	v	Fc	fs	2	2	-1	2	1	c	Deleted	1
c	fs	Fr	s	2	-1	-1	2	1	c	Deleted	2
c	fs	Nc	s	2	-1	-1	2	1	c	Deleted	2
c	s	Sr	fn	2	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	2	-1	-1	0	2	o	Deleted	1
o	fn	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	#	1	-1	-1	0	1	m	Deleted	0
m	v	V	s	1	2	-1	1	1	m	Deleted	1
m	v	Sc	s	1	2	-1	1	1	m	Deleted	1
m	s	Sr	v	1	-1	1	2	1	m	Deleted	1
m	v	V	fs	2	1	-1	0	1	o	Deleted	1
m	v	Fc	fs	2	1	-1	0	1	o	Deleted	1
o	fs	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	0	1	o	Deleted	1
m	v	Nc	n	1	1	-1	0	1	o	Deleted	1
o	n	Nr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	fs	1	-1	-1	0	1	o	Deleted	1
c	n	Fc	fs	1	-1	-1	0	1	o	Deleted	1
o	fs	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
c	s	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	#	1	1	-1	0	1	m	Deleted	0
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	#	1	-1	-1	0	1	m	Deleted	0
m	#	Sc	s	0	-1	-1	0	0	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	v	1	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	#	1	-1	-1	0	1	m	Deleted	0
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	v	1	-1	0	1	1	m	Deleted	1
m	v	V	fu	1	0	-1	0	1	o	Deleted	1
m	v	Fc	fu	1	0	-1	0	1	o	Deleted	1
o	fu	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	m	Deleted	1
m	g	G	s	1	-1	-1	1	1	m	Deleted	2
m	g	Sc	s	1	-1	-1	1	1	m	Deleted	2
m	s	Sr	v	1	-1	0	2	2	m	Deleted	1
m	v	V	fu	2	0	-1	0	1	o	Deleted	1
m	v	Fc	fu	2	0	-1	0	1	o	Deleted	1
o	fu	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	s	1	-1	-1	0	1	o	Deleted	1
c	fu	Nc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	s	1	0	-1	1	1	m	Deleted	1
m	v	Sc	s	1	0	-1	1	1	m	Deleted	1
m	s	Sr	g	1	-1	-1	1	1	m	Deleted	2
m	g	G	v	1	-1	1	2	2	m	Deleted	1
m	v	V	v	2	1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	m	Deleted	1
m	v	Nc	n	1	1	-1	1	1	m	Deleted	1
m	n	Nr	s	1	-1	-1	1	1	m	Deleted	2
m	n	Sc	s	1	-1	-1	1	1	m	Deleted	2
m	s	Sr	v	1	-1	0	2	2	m	Deleted	1
m	v	V	g	2	0	-1	2	1	c	Deleted	1
c	g	G	s	2	-1	-1	0	1	o	Deleted	1
c	g	Sc	s	2	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fn	1	1	-1	0	1	o	Deleted	1
m	v	Fc	fn	1	1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	#	1	0	-1	0	1	m	Deleted	0
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	s	1	-1	-1	1	1	c	Deleted	2
c	fu	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	0	1	2	m	Deleted	1
m	v	V	n	1	0	-1	1	1	c	Deleted	1
m	v	Nc	n	1	0	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	s	1	-1	-1	0	2	o	Deleted	1
c	s	Sc	s	1	-1	-1	0	2	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	#	1	-1	-1	0	1	m	Deleted	0
m	v	V	n	1	0	-1	1	1	c	Deleted	1
m	v	Nc	n	1	0	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	m	Deleted	1
m	v	V	s	1	1	-1	1	1	m	Deleted	1
m	v	Sc	s	1	1	-1	1	1	m	Deleted	1
m	s	Sr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	g	2	0	-1	2	1	c	Deleted	1
c	g	G	s	2	-1	-1	0	1	o	Deleted	1
c	g	Sc	s	2	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	n	1	0	-1	1	1	m	Deleted	1
m	v	Nc	n	1	0	-1	1	1	m	Deleted	1
m	n	Nr	s	1	-1	-1	1	1	m	Deleted	2
m	n	Sc	s	1	-1	-1	1	1	m	Deleted	2
m	s	Sr	v	1	-1	1	2	2	m	Deleted	1
m	v	V	n	2	1	-1	2	1	m	Deleted	1
m	v	Nc	n	2	1	-1	2	1	m	Deleted	1
m	n	Nr	g	2	-1	-1	2	1	m	Deleted	2
m	g	G	v	2	-1	0	3	2	m	Deleted	1
m	v	V	v	3	0	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	m	Deleted	1
m	g	G	n	1	-1	-1	1	1	m	Deleted	2
m	g	Nc	n	1	-1	-1	1	1	m	Deleted	2
m	n	Nr	v	1	-1	2	2	2	m	Deleted	1
m	v	V	fs	2	2	-1	2	1	c	Deleted	1
m	v	Fc	fs	2	2	-1	2	1	c	Deleted	1
c	fs	Fr	s	2	-1	-1	2	1	c	Deleted	2
c	fs	Nc	s	2	-1	-1	2	1	c	Deleted	2
c	s	Sr	s	2	-1	-1	0	2	o	Deleted	1
c	s	Sc	s	2	-1	-1	0	2	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fn	1	1	-1	0	1	o	Deleted	1
m	v	Fc	fn	1	1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	s	1	-1	-1	1	1	c	Deleted	2
c	fu	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	m	Deleted	1
c	a	Fr	v	1	-1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	s	1	0	-1	0	1	o	Deleted	1
m	v	Sc	s	1	0	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
c	a	Fr	#	1	-1	-1	0	1	m	Deleted	0
m	v	V	n	1	0	-1	1	1	c	Deleted	1
m	v	Nc	n	1	0	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
o	fn	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	s	1	-1	-1	0	1	o	Deleted	1
c	g	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	m	Deleted	1
m	v	Nc	n	1	1	-1	1	1	m	Deleted	1
m	n	Nr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	s	2	0	-1	0	1	o	Deleted	1
m	v	Sc	s	2	0	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	v	1	-1	0	1	1	m	Deleted	1
m	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	m	Deleted	1
m	v	Sc	s	1	1	-1	1	1	m	Deleted	1
m	s	Sr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	g	2	0	-1	2	1	c	Deleted	1
c	g	G	#	2	-1	-1	0	1	m	Deleted	0
m	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	m	Deleted	1
m	v	Sc	s	1	1	-1	1	1	m	Deleted	1
m	s	Sr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	g	2	0	-1	2	1	c	Deleted	1
c	g	G	s	2	-1	-1	0	1	o	Deleted	1
c	g	Sc	s	2	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	fs	1	-1	-1	0	1	o	Deleted	1
c	s	Fc	fs	1	-1	-1	0	1	o	Deleted	1
o	fs	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	s	1	-1	-1	0	1	o	Deleted	1
c	g	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	v	1	1	0	1	1	m	Deleted	2
m	v	V	n	1	0	-1	1	2	c	Deleted	1
m	v	Nc	n	1	0	-1	1	2	c	Deleted	1
c	n	Nr	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
c	s	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	m	Deleted	1
m	v	Nc	n	1	1	-1	1	1	m	Deleted	1
m	n	Nr	s	1	-1	-1	1	1	m	Deleted	2
m	n	Sc	s	1	-1	-1	1	1	m	Deleted	2
m	s	Sr	v	1	-1	0	2	2	m	Deleted	1
m	v	V	fs	2	0	-1	0	1	o	Deleted	1
m	v	Fc	fs	2	0	-1	0	1	o	Deleted	1
o	fs	Fr	s	0	-1	-1	0	1	o	Deleted	2
o	fs	Nc	s	0	-1	-1	0	1	o	Deleted	2
o	s	Sr	g	0	-1	-1	0	2	o	Deleted	3
o	g	G	v	0	-1	1	1	3	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
c	s	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	#	1	-1	-1	0	1	m	Deleted	0
m	v	V	n	1	0	-1	1	1	c	Deleted	1
m	v	Nc	n	1	0	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
o	fn	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	#	1	-1	-1	0	1	m	Deleted	0
m	#	Fc	fn	0	-1	-1	0	0	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	fu	1	0	-1	0	1	o	Deleted	1
m	v	Fc	fu	1	0	-1	0	1	o	Deleted	1
o	fu	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	m	Deleted	1
m	v	Nc	n	1	1	-1	1	1	m	Deleted	1
m	n	Nr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	fs	2	0	-1	2	1	c	Deleted	1
m	v	Fc	fs	2	0	-1	2	1	c	Deleted	1
c	fs	Fr	v	2	-1	1	1	1	m	Deleted	1
m	v	V	fs	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fr	v	1	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	#	1	-1	-1	0	1	m	Deleted	0
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	v	1	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	v	1	-1	1	1	1	m	Deleted	1
m	v	V	fs	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fr	v	1	-1	0	1	1	m	Deleted	1
m	v	V	v	1	0	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	s	1	-1	-1	1	1	c	Deleted	2
c	g	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	g	1	-1	-1	0	2	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fs	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fr	s	1	-1	-1	0	1	o	Deleted	1
c	fs	Nc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	v	1	0	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	s	1	-1	-1	1	1	c	Deleted	2
c	g	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	g	1	-1	-1	0	2	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fs	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fr	#	1	-1	-1	0	1	m	Deleted	0
m	v	V	s	1	2	-1	1	1	m	Deleted	1
m	v	Sc	s	1	2	-1	1	1	m	Deleted	1
m	s	Sr	v	1	-1	1	2	1	m	Deleted	1
m	v	V	v	2	1	0	1	1	m	Deleted	1
m	v	V	n	1	0	-1	1	1	c	Deleted	1
m	v	Nc	n	1	0	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	v	1	-1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	fu	1	0	-1	0	1	o	Deleted	1
m	v	Fc	fu	1	0	-1	0	1	o	Deleted	1
o	fu	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	m	Deleted	1
m	v	Nc	n	1	1	-1	1	1	m	Deleted	1
m	n	Nr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	fs	2	0	-1	2	1	c	Deleted	1
m	v	Fc	fs	2	0	-1	2	1	c	Deleted	1
c	fs	Fr	v	2	-1	1	1	1	m	Deleted	1
m	v	V	fs	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fr	#	1	-1	-1	0	1	m	Deleted	0
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	fn	1	-1	-1	0	1	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	fs	1	-1	-1	0	1	o	Deleted	1
c	g	Fc	fs	1	-1	-1	0	1	o	Deleted	1
o	fs	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	0	1	o	Deleted	1
m	v	Sc	s	1	1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	a	1	-1	-1	0	1	o	Deleted	1
c	n	Sc	a	1	-1	-1	0	1	o	Deleted	1
c	n	Sr	a	1	-1	-1	0	1	o	Deleted	1
c	n	Fc	a	1	-1	-1	0	1	o	Deleted	1
o	a	Fr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fs	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fr	s	1	-1	-1	1	1	c	Deleted	2
c	fs	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	s	1	-1	-1	0	2	o	Deleted	1
c	s	Sc	s	1	-1	-1	0	2	o	Deleted	1
o	s	Sr	g	0	-1	-1	0	1	o	Deleted	2
o	g	G	v	0	-1	1	1	2	m	Deleted	1
m	v	V	g	1	1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	n	1	1	-1	1	1	c	Deleted	1
m	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	0	1	o	Deleted	1
c	n	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	v	1	1	1	1	1	m	Deleted	1
m	v	V	fu	1	1	-1	1	1	m	Deleted	1
m	v	Fc	fu	1	1	-1	1	1	m	Deleted	1
m	fu	Fr	v	1	-1	0	2	1	m	Deleted	1
m	v	V	s	2	0	-1	0	1	o	Deleted	1
m	v	Sc	s	2	0	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	m	Deleted	1
m	v	V	#	1	1	-1	0	1	m	Deleted	0
m	#	Fc	fn	0	-1	-1	0	0	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	m	Deleted	1
m	v	V	v	1	0	1	1	1	m	Deleted	1
m	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	s	1	-1	-1	1	1	c	Deleted	2
c	g	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	g	1	-1	-1	0	2	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	s	1	1	-1	1	1	c	Deleted	1
m	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	m	Deleted	1
m	v	V	fs	1	1	-1	1	1	c	Deleted	1
m	v	Fc	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fr	#	1	-1	-1	0	1	m	Deleted	0
m	v	V	s	1	2	-1	1	1	m	Deleted	1
m	v	Sc	s	1	2	-1	1	1	m	Deleted	1
m	s	Sr	v	1	-1	1	2	1	m	Deleted	1
m	v	V	#	2	1	-1	0	1	m	Deleted	0
m	s	Sr	v	1	-1	0	2	1	m	Mutated	1
o	s	Sr	v	0	-1	1	1	1	m	Mutated	1
c	g	Fc	fs	1	-1	-1	1	1	c	Mutated	2
c	fs	Fr	v	1	-1	1	1	2	m	Mutated	1
o	fn	Fr	v	0	-1	0	1	1	m	Mutated	1
c	s	Sr	v	1	-1	1	1	1	m	Mutated	1
c	s	Sr	fs	1	-1	-1	1	1	c	Mutated	2
o	fn	Fr	v	0	-1	0	1	1	m	Mutated	1
o	s	Sr	v	0	-1	1	1	1	m	Mutated	1
c	s	Sr	v	1	-1	1	1	1	m	Mutated	1
c	s	Sr	g	1	-1	-1	0	1	o	Mutated	1
o	s	Sr	v	0	-1	1	1	1	m	Mutated	1
o	fn	Fr	v	0	-1	0	1	1	m	Mutated	1
c	s	Sr	v	1	-1	1	1	2	m	Mutated	1
o	s	Sr	v	0	-1	1	1	1	m	Mutated	1
o	s	Sr	v	0	-1	1	1	1	m	Mutated	1
o	fn	Fr	v	0	-1	0	1	1	m	Mutated	1
m	v	Fc	fs	1	1	-1	1	1	c	Mutated	1
c	fs	Fr	fn	1	-1	-1	0	1	o	Mutated	1
o	fn	Fr	v	0	-1	0	1	1	m	Mutated	1
